asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_prime,climate_pledge_friendly
B0BV7J3KGX,"SAMSUNG Galaxy S23 Ultra 5G S9180 Dual 512GB 12GB RAM, 200 MP Camera, Factory Unlocked, NGP Wireless Charger Included– Green","$1,059.98","$1,199.00",USD,3.7,23,https://www.amazon.com/dp/B0BV7J3KGX,https://m.media-amazon.com/images/I/51mH1rGI3lL._AC_SX444_SY639_QL65_.jpg,,"$1,059.98",False,False,False
B07ZVD93VB,HUAWEI Y9 Prime 2019 STK-LX3 Smartphone 4G 128G Kirin 710 Octa core Auto Pop-Up Triple AI Camera 6.59 inch 4000 mAh Android 9.0(Night Black),$199.05,,USD,,0,https://www.amazon.com/dp/B07ZVD93VB,https://m.media-amazon.com/images/I/41+GOetO65L._AC_SX348_SY500_QL65_.jpg,,$199.05,False,True,False
B08H8DG88R,Samsung - Galaxy A71 A716U 5G Fully Unlocked 128GB - Prism Cube Black (Renewed),$189.95,,USD,4.1,772,https://www.amazon.com/dp/B08H8DG88R,https://m.media-amazon.com/images/I/81F-HsLHt9L._AC_SX444_SY639_QL65_.jpg,,$189.95,False,False,True
B076XLLCQC,"Samsung Galaxy Note 8, 64GB, Midnight Black - Fully Unlocked (Renewed)",$177.78,$358.97,USD,4.3,6922,https://www.amazon.com/dp/B076XLLCQC,https://m.media-amazon.com/images/I/615Y7qMu7lL._AC_SX444_SY639_QL65_.jpg,,$177.78,False,False,True
B0BJYW2J94,"SAMSUNG Galaxy A32 5G (SM-A326B/DS) Dual SIM 128GB /8GB RAM, GSM Unlocked, International Version - Awesome Black",$287.99,,USD,3.6,2,https://www.amazon.com/dp/B0BJYW2J94,https://m.media-amazon.com/images/I/61b5CIhRXfL._AC_SX444_SY639_QL65_.jpg,,$287.99,False,True,False
B096T56NRH,"SAMSUNG Galaxy S21 Ultra G998U 5G | Fully Unlocked Android Smartphone | US Version | Pro-Grade Camera, 8K Video, 108MP High Resolution | 256GB - Phantom Black (Renewed)",$405.00,$454.99,USD,4.3,555,https://www.amazon.com/dp/B096T56NRH,https://m.media-amazon.com/images/I/61dlAm9BpqL._AC_SX444_SY639_QL65_.jpg,,$405.00,False,False,True
B0932D7ZG4,Samsung Galaxy S21 5G G991U 128GB Smartphone - T-Mobile Locked - (Renewed),$247.00,,USD,4.2,643,https://www.amazon.com/dp/B0932D7ZG4,https://m.media-amazon.com/images/I/61YgX12EuXL._AC_SX444_SY639_QL65_.jpg,,$247.00,False,False,True
B08HL64JS8,Samsung Galaxy Note 20 Ultra 128GB Unlocked Android Smartphone - Mystic Black (Renewed),$409.99,$469.99,USD,4.1,3198,https://www.amazon.com/dp/B08HL64JS8,https://m.media-amazon.com/images/I/51UG-WVTAOL._AC_SX444_SY639_QL65_.jpg,,$409.99,False,True,True
B0CBSY2Q9P,"SAMSUNG Galaxy A32 5G (64GB, 4GB) 6.5&quot; 90Hz Display, 48MP Quad Camera, All Day Battery, 4G Volte (GSM Unlocked for T-Mobile, Metro, AT&amp;T, Global No Logo) US Model A326U1 (w/ 256GB SD, Awesome Black)",$160.99,$169.99,USD,5,5,https://www.amazon.com/dp/B0CBSY2Q9P,https://m.media-amazon.com/images/I/51qmYERXW4L._AC_SX399_SY575_QL65_.jpg,,$160.99,False,False,False
B0939K5M9Q,"Samsung Galaxy S21 Ultra | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 108MP High Res | 128GB, Phantom Black (SM-G998UZKAXAA) (Renewed)",$377.00,,USD,4,1334,https://www.amazon.com/dp/B0939K5M9Q,https://m.media-amazon.com/images/I/71c4bP43zpL._AC_SX444_SY639_QL65_.jpg,,$377.00,False,True,True
B0CBSY2Q9P,"SAMSUNG Galaxy A32 5G (64GB, 4GB) 6.5&quot; 90Hz Display, 48MP Quad Camera, All Day Battery, 4G Volte (GSM Unlocked for T-Mobile, Metro, AT&amp;T, Global No Logo) US Model A326U1 (w/ 256GB SD, Awesome Black)",$160.99,$169.99,USD,5,5,https://www.amazon.com/dp/B0CBSY2Q9P,https://m.media-amazon.com/images/I/51qmYERXW4L._AC_SX399_SY575_QL65_.jpg,,$160.99,False,False,False
B0939K5M9Q,"Samsung Galaxy S21 Ultra | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 108MP High Res | 128GB, Phantom Black (SM-G998UZKAXAA) (Renewed)",$377.00,,USD,4,1334,https://www.amazon.com/dp/B0939K5M9Q,https://m.media-amazon.com/images/I/71c4bP43zpL._AC_SX444_SY639_QL65_.jpg,,$377.00,False,True,True
B09V87YTC9,"SAMSUNG Galaxy A13 LTE Cell Phone, Factory Unlocked Android Smartphone, 32GB, Multi Lens Camera, Infinity-V HD+ Display Screen, Long Battery Life, Expandable Storage, US Version, Black",$169.72,,USD,4.2,294,https://www.amazon.com/dp/B09V87YTC9,https://m.media-amazon.com/images/I/61JfY-8odVL._AC_SX444_SY639_QL65_.jpg,,$169.72,False,True,False
B09478TZZY,"Samsung Galaxy S21 5G, US Version, 128GB, Phantom Violet for AT&amp;T (Renewed)",$245.89,$289.99,USD,3.8,35,https://www.amazon.com/dp/B09478TZZY,https://m.media-amazon.com/images/I/61uhL-Bb4xL._AC_SX444_SY639_QL65_.jpg,,$245.89,False,False,True
B08PQ5ZCNP,"SAMSUNG Galaxy A71 5G (128GB, 6GB) 6.7&quot; AMOLED+, Snapdragon 765G, 4500mAh Battery, Global 5G Volte GSM AT&amp;T Unlocked (T-Mobile, Metro, Straight Talk) A716U (Prism Cube Black)(Renewed)",$179.93,,USD,3.9,545,https://www.amazon.com/dp/B08PQ5ZCNP,https://m.media-amazon.com/images/I/61kx4uQ9c-L._AC_SX444_SY639_QL65_.jpg,,$179.93,False,False,True
B0B6D55TPN,SAMSUNG Galaxy S22 5G 256GB Factory Unlocked SM-S901U1 Phantom Black (Renewed),$499.99,,USD,4.2,310,https://www.amazon.com/dp/B0B6D55TPN,https://m.media-amazon.com/images/I/61kfOWlQLsL._AC_SX444_SY639_QL65_.jpg,,$499.99,False,True,True
B0B43W6V9P,"SAMSUNG Galaxy A13 (SM-A135F/DS) Dual SIM,128 GB 4GB RAM, Factory Unlocked GSM, International Version - No Warranty - (Black) (Renewed)",$143.97,$189.50,USD,3.9,120,https://www.amazon.com/dp/B0B43W6V9P,https://m.media-amazon.com/images/I/61xhaqnlKPL._AC_SX444_SY639_QL65_.jpg,,$143.97,False,False,True
B09W3YPMQ9,"Samsung Galaxy A23 (SM-A235M/DS) Dual SIM,128 GB 4GB RAM, Factory Unlocked GSM, International Version - No Warranty - (Black)",$215.00,,USD,4,243,https://www.amazon.com/dp/B09W3YPMQ9,https://m.media-amazon.com/images/I/71c5JWC+MDL._AC_SX444_SY639_QL65_.jpg,,$215.00,False,True,False
B08CH7RHDP,"Xiaomi Redmi 9A - Smartphone 2 GB + 32 GB, Dual Sim, Verde (Peacook Green)",$109.99,,USD,4.4,2654,https://www.amazon.com/dp/B08CH7RHDP,https://m.media-amazon.com/images/I/51liVatCv-L._AC_SX444_SY639_QL65_.jpg,,$109.99,False,True,False
B08H8DH3RM,"SAMSUNG Galaxy A51 128GB (6.5 inch) Display Quad Camera 48MP A515U Black Unlocked (Renewed), A51 128GB A515U",$147.00,,USD,4,1282,https://www.amazon.com/dp/B08H8DH3RM,https://m.media-amazon.com/images/I/61XoUEP4bSL._AC_SX444_SY639_QL65_.jpg,,$147.00,False,False,True
B09G525DHF,"SAMSUNG Galaxy Z Fold 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Tablet 2-in-1 Foldable Dual Screen Under Display Camera 256GB Storage, Phantom Green (Renewed)",$649.00,"$1,099.99",USD,4.1,880,https://www.amazon.com/dp/B09G525DHF,https://m.media-amazon.com/images/I/51bTJtcE46L._AC_SX444_SY639_QL65_.jpg,,$649.00,False,True,True
B083R5T18R,"Huawei Y9s 6GB 128GB 6.59” Display, 48MP Triple AI Cameras Smartphone Auto Selfie Pop-Up Front Camera 4000mAh Battery Cellphone (Breathing Crystal)",$219.00,,USD,4.6,260,https://www.amazon.com/dp/B083R5T18R,https://m.media-amazon.com/images/I/51jSWXBgdvL._AC_SX444_SY639_QL65_.jpg,,$219.00,False,True,False
B097HSDZB9,"Samsung Electronics Galaxy S21 5G G991U | Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 256GB, Phantom Gray - Verizon Locked - (Renewed)",$294.00,,USD,4.1,14,https://www.amazon.com/dp/B097HSDZB9,https://m.media-amazon.com/images/I/41L42H6PJpL._AC_SX410_SY591_QL65_.jpg,,$294.00,False,False,True
B09LPB9SQH,"Apple iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed)",$685.00,$729.00,USD,4.2,1215,https://www.amazon.com/dp/B09LPB9SQH,https://m.media-amazon.com/images/I/51UuPZLMaCL._AC_SX444_SY639_QL65_.jpg,,$685.00,False,False,True
B09LPB9SQH,"Apple iPhone 13 Pro, 128GB, Sierra Blue - Unlocked (Renewed)",$685.00,$729.00,USD,4.2,1215,https://www.amazon.com/dp/B09LPB9SQH,https://m.media-amazon.com/images/I/51UuPZLMaCL._AC_SX444_SY639_QL65_.jpg,,$685.00,False,False,True
B0B5F514PZ,"Samsung Galaxy A03 Core (SM-A032/DS) Dual SIM 32GB/ 2GB RAM, GSM Unlocked International Version - No Warranty - Black (Renewed)",$74.00,$87.60,USD,3.2,34,https://www.amazon.com/dp/B0B5F514PZ,https://m.media-amazon.com/images/I/61EYfTYzWML._AC_SX444_SY639_QL65_.jpg,,$74.00,False,True,True
B09SRNQ9QG,"Samsung Galaxy A12 (32GB, 3GB) 6.5&quot; HD+, Android 11, 5000mAh Battery, 4G Volte T-Mobile Unlocked A125U (w/ 64GB SD, Black)",$149.91,,USD,4.1,25,https://www.amazon.com/dp/B09SRNQ9QG,https://m.media-amazon.com/images/I/81t8kQP6OQL._AC_SX444_SY639_QL65_.jpg,,$149.91,False,True,False
B0BLQ7CJD4,"SAMSUNG Galaxy S22+ Plus 5G (128GB, 8GB) 6.6&quot; AMOLED, 50MP 4K Camera, Volte (Fully Unlocked for AT&amp;T, Verizon, T-Mobile, Global) S906U1 US Model (w/ 25W Super Fast Charge Cube, Phantom Black)",$659.99,,USD,5,1,https://www.amazon.com/dp/B0BLQ7CJD4,https://m.media-amazon.com/images/I/51tfeupDbPL._AC_SX444_SY639_QL65_.jpg,,$659.99,False,True,False
B08PNP5YGV,"Apple iPhone 12 Pro, 128GB, Graphite - Fully Unlocked (Renewed)",,,,4.2,4644,https://www.amazon.com/dp/B08PNP5YGV,https://m.media-amazon.com/images/I/51bf95umgzL._AC_SX444_SY639_QL65_.jpg,,,False,True,True
B0BBSBYJTS,Samsung Galaxy S20 FE 5G 128GB Blue AT&amp;T LOCKED,$209.99,,USD,4.4,64,https://www.amazon.com/dp/B0BBSBYJTS,https://m.media-amazon.com/images/I/31mxNCsYbpL._AC_SX255_SY367_QL65_.jpg,,$209.99,False,False,True
B07PFL29FR,"Samsung Galaxy S10+, 128GB, Prism White - Unlocked (Renewed)",$201.00,,USD,4.3,17118,https://www.amazon.com/dp/B07PFL29FR,https://m.media-amazon.com/images/I/51QcNhMe3KL._AC_SX444_SY639_QL65_.jpg,,$201.00,False,False,True
B08H8DH3RM,"SAMSUNG Galaxy A51 128GB (6.5 inch) Display Quad Camera 48MP A515U Black Unlocked (Renewed), A51 128GB A515U",$147.00,,USD,4,1282,https://www.amazon.com/dp/B08H8DH3RM,https://m.media-amazon.com/images/I/61XoUEP4bSL._AC_SX444_SY639_QL65_.jpg,,$147.00,False,False,True
B09RZY8SXH,Xiaomi Redmi Note 11 Pro 5G + 4G Global Version 128GB ROM + 8GB Unlocked 6.67&quot; 108MP Camera Night Mode (Not Verizon Sprint Boost Cricket Metro At&amp;T) Mobile Cell Phone (Atlantic Blue),$299.50,$379.99,USD,4.3,2137,https://www.amazon.com/dp/B09RZY8SXH,https://m.media-amazon.com/images/I/51Z2CRTQHrL._AC_SX444_SY639_QL65_.jpg,,$299.50,False,True,False
B09813F5LX,"Samsung Galaxy A02s Smartphone, 32GB Storage, Factory Unlocked - Black (Renewed)",$93.88,,USD,3.7,98,https://www.amazon.com/dp/B09813F5LX,https://m.media-amazon.com/images/I/61upc4T9AHS._AC_SX444_SY639_QL65_.jpg,,$93.88,False,True,True
B084GSYMN3,"Apple iPhone 11 Pro [512GB, Silver] + Carrier Subscription [Cricket Wireless]",$683.73,,USD,4.4,39,https://www.amazon.com/dp/B084GSYMN3,https://m.media-amazon.com/images/I/81vZCv9kA0L._AC_SX444_SY639_QL65_.jpg,,$683.73,False,True,True
B0B5FLFKZ7,"iPhone 13 Pro Max, 256GB, Alpine Green - Unlocked (Renewed)",$854.90,,USD,4.3,1775,https://www.amazon.com/dp/B0B5FLFKZ7,https://m.media-amazon.com/images/I/611ovP2GkrL._AC_SX444_SY639_QL65_.jpg,,$854.90,False,False,True
B09PPM5CWJ,"Samsung Galaxy A03 Core (SM-A032/DS) Dual SIM 32GB/ 2GB RAM, GSM Unlocked International Version - No Warranty - Blue",$104.50,,USD,3.8,1686,https://www.amazon.com/dp/B09PPM5CWJ,https://m.media-amazon.com/images/I/61Wb8B92XIL._AC_SX444_SY639_QL65_.jpg,,$104.50,False,False,False
B076XLLCQC,"Samsung Galaxy Note 8, 64GB, Midnight Black - Fully Unlocked (Renewed)",$177.78,$358.97,USD,4.3,6922,https://www.amazon.com/dp/B076XLLCQC,https://m.media-amazon.com/images/I/615Y7qMu7lL._AC_SX444_SY639_QL65_.jpg,,$177.78,False,False,True
B0BNKC2ZJ6,Xiaomi Redmi Note 12 Pro 5G + 4G (128GB + 6GB) Factory Unlocked 6.67&quot; 50MP Triple Camera (Only Tmobile/Metro/Mint USA Market) + Extra (w/Fast Car Charger Bundle) (Midnight Gray),$247.50,$284.50,USD,4.1,29,https://www.amazon.com/dp/B0BNKC2ZJ6,https://m.media-amazon.com/images/I/61xQ0FOXtGL._AC_SX444_SY639_QL65_.jpg,,$247.50,False,True,False
B09339NNYW,"Apple iPhone 12 Mini (64GB, Purple) [Locked] + Carrier Subscription",$670.70,,USD,3.7,58,https://www.amazon.com/dp/B09339NNYW,https://m.media-amazon.com/images/I/71hVxI-Ed-S._AC_SX444_SY639_QL65_.jpg,,$670.70,False,True,True
B09MYGQVQX,Samsung Galaxy A12 32GB A125U 6.5&quot; Display Quad Camera Android Smartphone - Blue (Renewed) (AT&amp;T Unlocked),$138.99,$154.99,USD,4.3,52,https://www.amazon.com/dp/B09MYGQVQX,https://m.media-amazon.com/images/I/61JQojDKlQL._AC_SX444_SY639_QL65_.jpg,,$138.99,False,True,True
B09DN8HPTK,"SAMSUNG Galaxy A03S 4G LTE (NOT 5G) 6.5&quot; HD+ Triple Camera 5000mAh Battery, Dual Sim GSM Unlocked Global 4G Volte (NOT VERIZON/Boost) International Model A037M/DS (Blue, 32GB+3GB)",$129.99,,USD,4.2,215,https://www.amazon.com/dp/B09DN8HPTK,https://m.media-amazon.com/images/I/61ZjdSPIfoL._AC_SX444_SY639_QL65_.jpg,,$129.99,False,False,False
B0C1F8GQJV,"SAMSUNG Galaxy S21 Ultra 5G | G998U Android Cell Phone US Version Smartphone Pro-Grade Camera, 8K Video, 108MP High Res 256GB Phantom T-Mobile Locked - (Renewed) Blackk (256 GB)",$419.00,$439.99,USD,4.2,39,https://www.amazon.com/dp/B0C1F8GQJV,https://m.media-amazon.com/images/I/71zhx0uaDeL._AC_SX444_SY639_QL65_.jpg,,$419.00,False,False,True
B09XP3B36Y,"Samsung Galaxy A23 (SM-A235M/DS) Dual SIM,64 GB 4GB RAM, Factory Unlocked GSM, International Version - No Warranty - (White)",$189.00,,USD,4.1,65,https://www.amazon.com/dp/B09XP3B36Y,https://m.media-amazon.com/images/I/81PVY+dczhL._AC_SX444_SY639_QL65_.jpg,,$189.00,False,True,False
B0B4FBKLWP,"SAMSUNG Galaxy Z Fold 4 Cell Phone, Factory Unlocked Android Smartphone, 512GB, Flex Mode, Hands Free Video, Multi Window View, Foldable Display, S Pen Compatible, US Version, 2022, Gray Green","$1,599.97","$1,919.99",USD,4.3,98,https://www.amazon.com/dp/B0B4FBKLWP,https://m.media-amazon.com/images/I/81rCIc3xUhL._AC_SX444_SY639_QL65_.jpg,,"$1,599.97",False,True,False
B0BV8HK5GC,Samsung Galaxy S23 Ultra 5G SM-S918B/DS Dual SIM 256GB ROM 8GB RAM GSM Factory Unlocked Mobile Cell Phone Global Model Cream,$915.00,$999.99,USD,4,25,https://www.amazon.com/dp/B0BV8HK5GC,https://m.media-amazon.com/images/I/91zQz13evdL._AC_SX444_SY639_QL65_.jpg,,$915.00,False,True,False
B09V4KJTTJ,"Apple 2022 iPhone SE (64 GB, Starlight) [Locked] + Carrier Subscription",$429.00,,USD,3.9,4,https://www.amazon.com/dp/B09V4KJTTJ,https://m.media-amazon.com/images/I/61-MT8AQAPL._AC_SX444_SY639_QL65_.jpg,,$429.00,False,True,True
B07D5J57MQ,Huawei Y7 Prime 2018 4G LTE 32GB Dual Sim Factory Unlocked (LTE USA Latin Carribean) Desbloqueado,$119.00,,USD,3.3,23,https://www.amazon.com/dp/B07D5J57MQ,https://m.media-amazon.com/images/I/51vyyrCIelL._AC_SX444_SY639_QL65_.jpg,,$119.00,False,True,False
B09M7PFM5H,Samsung Galaxy Note 20 Ultra 5G N986 AT&amp;T Unlocked 128GB Mystic Black (Renewed),$400.00,,USD,4.3,307,https://www.amazon.com/dp/B09M7PFM5H,https://m.media-amazon.com/images/I/51uTjxiofJL._AC_SX444_SY639_QL65_.jpg,,$400.00,False,False,True
B08PNVVLJM,Samsung Galaxy A42 5G Dual A426B 128GB 6GB RAM Factory Unlocked (GSM Only | No CDMA - not Compatible with Verizon/Sprint) International Version - Black,$349.95,$389.99,USD,3.6,21,https://www.amazon.com/dp/B08PNVVLJM,https://m.media-amazon.com/images/I/41tbVzqt5US._AC_SX444_SY639_QL65_.jpg,,$349.95,False,True,False
B09HR68FBF,SAMSUNG Galaxy A12 32GB A125U Android Smartphone - Verizon Locked - Black - (Renewed),$104.74,,USD,4.1,20,https://www.amazon.com/dp/B09HR68FBF,https://m.media-amazon.com/images/I/812aalWcysL._AC_SX444_SY639_QL65_.jpg,,$104.74,False,False,True
B07H8RFDYM,"Samsung Galaxy Note 9, 512GB, Ocean Blue - Unlocked (Renewed)",$274.00,$429.95,USD,4.4,333,https://www.amazon.com/dp/B07H8RFDYM,https://m.media-amazon.com/images/I/7196ThzXUQL._AC_SX444_SY639_QL65_.jpg,,$274.00,False,True,True
B0C92BRJMM,SAMSUNG Galaxy S9+ 64GB Smartphone - Midnight Black - Carrier Unlocked (Renewed),$163.95,,USD,3.9,5,https://www.amazon.com/dp/B0C92BRJMM,https://m.media-amazon.com/images/I/71iEeXihiyL._AC_SX444_SY639_QL65_.jpg,,$163.95,False,False,False
B07H8PXT7K,"Samsung Galaxy Note 9, 128GB, Lavender Purple - Unlocked (Renewed)",$189.00,,USD,4.3,3130,https://www.amazon.com/dp/B07H8PXT7K,https://m.media-amazon.com/images/I/61uujnc3OCL._AC_SX444_SY639_QL65_.jpg,,$189.00,False,False,True
B09PH88ZM6,"AT&amp;T Samsung Galaxy A02s, 32GB, Black - 4G 6.5&quot; Android Prepaid Smartphone - Carrier Locked to AT&amp;T",$107.99,,USD,4.1,135,https://www.amazon.com/dp/B09PH88ZM6,https://m.media-amazon.com/images/I/71VqbuZg+gL._AC_SX444_SY639_QL65_.jpg,,$107.99,False,False,False
B07QCWD783,SAMSUNG Galaxy S9 G960U 64GB Unlocked GSM 4G LTE Android Phone - Coral Blue,$205.79,$218.18,USD,4.1,120,https://www.amazon.com/dp/B07QCWD783,https://m.media-amazon.com/images/I/51t1psoGXFL._AC_SX444_SY639_QL65_.jpg,,$205.79,False,True,False
B094XLBK47,Samsung Galaxy A51 5G | A516U | 128GB | Single SIM | Android Smartphone | Prism Crush Blue - Verizon Locked - (Renewed),$142.00,$149.00,USD,4.2,86,https://www.amazon.com/dp/B094XLBK47,https://m.media-amazon.com/images/I/81nqj1b17+L._AC_SX444_SY639_QL65_.jpg,,$142.00,False,True,True
B09W2WXG3F,Poco F4 GT 5G + 4G LTE 128GB + 8GB Factory Unlocked 6.67&quot; 120Hz 64Mp Triple Camera (Not Verizon Sprint Boost Cricket Metro At&amp;T) + (w/Fast Car Charger Bundle) (Cyber Yellow),$389.99,,USD,4.2,154,https://www.amazon.com/dp/B09W2WXG3F,https://m.media-amazon.com/images/I/51tMgKjrM3L._AC_SX444_SY639_QL65_.jpg,,$389.99,False,True,False
B00SCARROC,Samsung Galaxy S3-16GB - Black - Unlocked,,,,5,1,https://www.amazon.com/dp/B00SCARROC,https://m.media-amazon.com/images/I/41VJIIDKAzL._AC_SX444_SY639_QL65_.jpg,,,False,False,False
B08LXKCCGL,SAMSUNG Galaxy A21 A215U 6.5-inch T-Mobile/Sprint Locked 32GB Android Smartphone (Renewed),$100.00,,USD,3.7,42,https://www.amazon.com/dp/B08LXKCCGL,https://m.media-amazon.com/images/I/71ETTKlsb9L._AC_SX444_SY639_QL65_.jpg,,$100.00,False,False,True
B09Y9FB534,"Samsung Galaxy A13 A135M 64GB Dual SIM GSM Unlocked Android Smartphone (International, Latin America Variant/US Compatible LTE) - Black",$179.00,,USD,4.1,192,https://www.amazon.com/dp/B09Y9FB534,https://m.media-amazon.com/images/I/41d0voIOLmL._AC_SX444_SY639_QL65_.jpg,,$179.00,False,True,False
B0C6FR2R5X,"SAMSUNG Galaxy A34 5G Dual SIM (128GB, 6GB) 6.6&quot; 120Hz AMOLED, Octa-Core, 48MP Triple Camera, 4G Volte (GSM Unlocked for T-Mobile, Metro, Global) International Model A346M/DSN (w/ 256GB SD, Silver)",$265.00,,USD,5,1,https://www.amazon.com/dp/B0C6FR2R5X,https://m.media-amazon.com/images/I/51ExLzIc3sL._AC_SX444_SY639_QL65_.jpg,,$265.00,False,True,False
B0C4Q796XC,"SAMSUNG Galaxy S23+ Plus Cell Phone, Factory Unlocked Android Smartphone, 256GB Storage, 50MP Camera, Night Mode, Long Battery Life, Adaptive Display, US Version, 2023, Phantom Black (Renewed)",$674.00,$999.99,USD,4.1,12,https://www.amazon.com/dp/B0C4Q796XC,https://m.media-amazon.com/images/I/51hCNSMszwL._AC_SX444_SY639_QL65_.jpg,,$674.00,False,False,True
